id,location,fx_version,os,version,survey_answers,number_extensions
10233,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
10234,"",4.0b6,"Linux Linux i686",1.0.3,"",3
10235,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
10236,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10237,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
10238,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",13
10239,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
10240,"",3.6.12,"Linux Linux i686",1.0.1,"",11
10241,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10242,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10243,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",7
10244,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10245,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
10246,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
10247,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
10248,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10249,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",11
10250,"",3.6.12,"WINNT Windows NT 5.1",1.0.3,"",14
10251,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10252,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
10253,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
10254,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10255,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
10256,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",15
10257,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10258,"",4.0b5,"WINNT Windows NT 6.1",1.0.3,"",3
10259,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
10260,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",8
10261,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10262,"",4.0b2,"WINNT Windows NT 5.1",1.0,"",4
10263,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10264,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",16
10265,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10266,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",4
10267,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10268,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
10269,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10270,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10271,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",13
10272,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10273,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10274,"",3.6.12,"WINNT Windows NT 5.1",1.0.3,"",7
10275,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",5
10276,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",11
10277,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10278,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10279,"",4.0b5,"WINNT Windows NT 5.1",1.0.3,"",4
10280,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10281,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",16
10282,"",4.0b6,"Linux Linux i686",1.0.3,"",20
10283,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
10284,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",9
10285,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",10
10286,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10287,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
10288,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",2
10289,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10290,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
10291,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10292,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10293,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10294,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10295,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10296,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
10297,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10298,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10299,"",4.0b2,"WINNT Windows NT 6.1; WOW64",1.0,"",5
10300,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10301,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10302,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
10303,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",5
10304,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",3
10305,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
10306,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
10307,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",10
10308,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10309,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10310,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",11
10311,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",6
10312,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
10313,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",21
10314,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10315,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
10316,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10317,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10318,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
10319,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",13
10320,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
10321,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10322,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
10323,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",11
10324,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10325,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",5
10326,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
10327,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10328,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10329,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10330,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10331,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
10332,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10333,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10334,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",9
10335,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",11
10336,"",3.6.12,"WINNT Windows NT 5.1",1.0.3,"",6
10337,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",12
10338,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10339,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10340,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10341,"",3.6.12,"WINNT Windows NT 6.0",1.0.1,"",41
10342,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
10343,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10344,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10345,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",2
10346,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10347,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
10348,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
10349,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10350,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
10351,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10352,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10353,"",4.0b7,"Darwin Intel Mac OS X 10.6",1.0.3,"",7
10354,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10355,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10356,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
10357,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10358,"",4.0b4,"WINNT Windows NT 6.0",1.0.2,"",3
10359,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",26
10360,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10361,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",16
10362,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
10363,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
10364,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10365,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",5
10366,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
10367,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10368,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
10369,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10370,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10371,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10372,"",4.0b7,"WINNT Windows NT 5.2; WOW64",1.0.3,"",2
10373,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
10374,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10375,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10376,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10377,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",11
10378,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
10379,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",15
10380,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10381,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",1
10382,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",8
10383,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",12
10384,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10385,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",11
10386,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10387,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",3
10388,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
10389,"",4.0b5,"WINNT Windows NT 6.1",1.0.3,"",1
10390,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10391,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10392,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
10393,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",13
10394,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10395,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10396,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10397,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
10398,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10399,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10400,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10401,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10402,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
10403,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10404,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",10
10405,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10406,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",10
10407,"",3.6.6,"WINNT Windows NT 5.0",1.0.3,"",1
10408,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
10409,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10410,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10411,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",7
10412,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10413,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10414,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",1
10415,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10416,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10417,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10418,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
10419,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",22
10420,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
10421,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",6
10422,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10423,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10424,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10425,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10426,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
10427,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10428,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
10429,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10430,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
10431,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",8
10432,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10433,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10434,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10435,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10436,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",18
10437,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10438,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10439,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
10440,"",4.0b3,"WINNT Windows NT 6.1",1.0.1,"",2
10441,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
10442,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10443,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",4
10444,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10445,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10446,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10447,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
10448,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10449,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
10450,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
10451,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10452,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10453,"",4.0b7,"Darwin Intel Mac OS X 10.6",1.0.3,"",21
10454,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10455,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
10456,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10457,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10458,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",2
10459,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",10
10460,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
10461,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",2
10462,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10463,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
10464,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10465,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10466,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",19
10467,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10468,"",4.0b3,"WINNT Windows NT 6.1",1.0.1,"",3
10469,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10470,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
10471,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10472,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10473,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
10474,"",4.0b6,"Darwin Intel Mac OS X 10.5",1.0.3,"",2
10475,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10476,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10477,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10478,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10479,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",6
10480,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
10481,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",23
10482,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
10483,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10484,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
10485,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
10486,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
10487,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10488,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",3
10489,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",28
10490,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
10491,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
10492,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",2
10493,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
10494,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
10495,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10496,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",39
10497,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10498,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10499,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",2
10500,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10501,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10502,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",6
10503,"",4.0b2,"WINNT Windows NT 6.1; WOW64",1.0,"",3
10504,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
10505,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10506,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10507,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
10508,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
10509,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
10510,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10511,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10512,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
10513,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10514,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
10515,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",10
10516,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10517,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
10518,"",4.0b3,"Darwin PPC Mac OS X 10.5",1.0.1,"",6
10519,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10520,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10521,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10522,"",4.0b3,"WINNT Windows NT 6.1",1.0.1,"",5
10523,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10524,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10525,"",4.0b7,"WINNT Windows NT 6.1",1.0.3,"",2
10526,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
10527,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10528,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10529,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10530,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
10531,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10532,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10533,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10534,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",8
10535,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
10536,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",24
10537,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10538,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10539,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
10540,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
10541,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
10542,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10543,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",22
10544,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
10545,"",4.0b5,"WINNT Windows NT 6.1",1.0.3,"",6
10546,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
10547,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
10548,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10549,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10550,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10551,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10552,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10553,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10554,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
10555,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10556,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
10557,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10558,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
10559,"",4.0b6,"Linux Linux i686",1.0.3,"",12
10560,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
10561,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10562,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
10563,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10564,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10565,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10566,"",4.0b7,"WINNT Windows NT 5.0",1.0.3,"",2
10567,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
10568,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10569,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
10570,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
10571,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
10572,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
10573,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",4
10574,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10575,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",3
10576,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10577,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
10578,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10579,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",7
10580,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
10581,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10582,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10583,"",3.6.12,"Darwin Intel Mac OS X 10.5",1.0.1,"",16
10584,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
10585,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
10586,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",23
10587,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
10588,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",8
10589,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10590,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
10591,"",3.6.9,"WINNT Windows NT 6.1",1.0.1,"",34
10592,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",10
10593,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
10594,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
10595,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
10596,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
10597,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
10598,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10599,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
10600,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
10601,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
10602,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
10603,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
10604,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
